"0","0","0000-00-00","0000-00-00","0000-00-00","0","0","productCode","status","comments","0","0.00","0.00","origin"
"10103","14","0000-00-00","0000-00-00","0000-00-00","121","1504","S18_2957","Shipped",NULL,"35","61.84","2164.40","spain"
"10103","15","0000-00-00","0000-00-00","0000-00-00","121","1504","S24_4258","Shipped",NULL,"25","88.62","2215.50","spain"
"10103","16","0000-00-00","0000-00-00","0000-00-00","121","1504","S18_3320","Shipped",NULL,"46","86.31","3970.26","spain"
"10104","1","0000-00-00","0000-00-00","0000-00-00","141","1370","S12_3148","Shipped",NULL,"34","131.44","4468.96","spain"
"10104","2","0000-00-00","0000-00-00","0000-00-00","141","1370","S50_1514","Shipped",NULL,"32","53.31","1705.92","spain"
"10104","2","0000-00-00","0000-00-00","0000-00-00","141","1370","S50_1514","Shipped",NULL,"32","53.31","1705.92","spain"
"10104","3","0000-00-00","0000-00-00","0000-00-00","141","1370","S18_4027","Shipped",NULL,"38","119.20","4529.60","spain"
"10104","4","0000-00-00","0000-00-00","0000-00-00","141","1370","S32_3207","Shipped",NULL,"49","56.55","2770.95","spain"
"10104","5","0000-00-00","0000-00-00","0000-00-00","141","1370","S24_4048","Shipped",NULL,"26","106.45","2767.70","spain"
"10104","6","0000-00-00","0000-00-00","0000-00-00","141","1370","S24_1444","Shipped",NULL,"35","52.02","1820.70","spain"
"10104","7","0000-00-00","0000-00-00","0000-00-00","141","1370","S50_1392","Shipped",NULL,"33","114.59","3781.47","spain"
"10104","8","0000-00-00","0000-00-00","0000-00-00","141","1370","S18_2238","Shipped",NULL,"24","135.90","3261.60","spain"
"10104","9","0000-00-00","0000-00-00","0000-00-00","141","1370","S12_4473","Shipped",NULL,"41","111.39","4566.99","spain"
"10104","10","0000-00-00","0000-00-00","0000-00-00","141","1370","S24_2840","Shipped",NULL,"44","30.41","1338.04","spain"
"10104","11","0000-00-00","0000-00-00","0000-00-00","141","1370","S32_2509","Shipped",NULL,"35","51.95","1818.25","spain"
"10104","12","0000-00-00","0000-00-00","0000-00-00","141","1370","S18_2319","Shipped",NULL,"29","122.73","3559.17","spain"
"10104","13","0000-00-00","0000-00-00","0000-00-00","141","1370","S18_3232","Shipped",NULL,"23","165.95","3816.85","spain"
"10105","1","0000-00-00","0000-00-00","0000-00-00","145","1401","S24_3816","Shipped",NULL,"50","75.47","3773.50","spain"
"10105","2","0000-00-00","0000-00-00","0000-00-00","145","1401","S10_4757","Shipped",NULL,"50","127.84","6392.00","spain"
"10105","3","0000-00-00","0000-00-00","0000-00-00","145","1401","S700_2610","Shipped",NULL,"31","60.72","1882.32","spain"
"10105","4","0000-00-00","0000-00-00","0000-00-00","145","1401","S24_3151","Shipped",NULL,"44","73.46","3232.24","spain"
"10105","5","0000-00-00","0000-00-00","0000-00-00","145","1401","S700_1138","Shipped",NULL,"41","54.00","2214.00","spain"
"10105","6","0000-00-00","0000-00-00","0000-00-00","145","1401","S700_3505","Shipped",NULL,"39","92.16","3594.24","spain"
"10105","7","0000-00-00","0000-00-00","0000-00-00","145","1401","S700_3962","Shipped",NULL,"22","99.31","2184.82","spain"
"10105","8","0000-00-00","0000-00-00","0000-00-00","145","1401","S72_3212","Shipped",NULL,"25","44.77","1119.25","spain"
"10105","9","0000-00-00","0000-00-00","0000-00-00","145","1401","S24_2011","Shipped",NULL,"43","117.97","5072.71","spain"
"10105","10","0000-00-00","0000-00-00","0000-00-00","145","1401","S18_4522","Shipped",NULL,"41","75.48","3094.68","spain"
"10105","11","0000-00-00","0000-00-00","0000-00-00","145","1401","S18_3140","Shipped",NULL,"22","136.59","3004.98","spain"
"10105","12","0000-00-00","0000-00-00","0000-00-00","145","1401","S700_1938","Shipped",NULL,"29","86.61","2511.69","spain"
"10105","13","0000-00-00","0000-00-00","0000-00-00","145","1401","S18_3259","Shipped",NULL,"38","87.73","3333.74","spain"
"10105","14","0000-00-00","0000-00-00","0000-00-00","145","1401","S12_3891","Shipped",NULL,"29","141.88","4114.52","spain"
"10105","15","0000-00-00","0000-00-00","0000-00-00","145","1401","S12_1108","Shipped",NULL,"41","205.72","8434.52","spain"
"10106","1","0000-00-00","0000-00-00","0000-00-00","278","1401","S700_2834","Shipped",NULL,"32","113.90","3644.80","spain"
"10106","2","0000-00-00","0000-00-00","0000-00-00","278","1401","S18_2581","Shipped",NULL,"34","81.10","2757.40","spain"
"10106","3","0000-00-00","0000-00-00","0000-00-00","278","1401","S24_4278","Shipped",NULL,"26","71.00","1846.00","spain"
"10106","4","0000-00-00","0000-00-00","0000-00-00","278","1401","S24_1785","Shipped",NULL,"28","107.23","3002.44","spain"
"10106","5","0000-00-00","0000-00-00","0000-00-00","278","1401","S32_4289","Shipped",NULL,"33","65.35","2156.55","spain"
"10106","6","0000-00-00","0000-00-00","0000-00-00","278","1401","S50_1341","Shipped",NULL,"39","35.78","1395.42","spain"
"10106","7","0000-00-00","0000-00-00","0000-00-00","278","1401","S700_1691","Shipped",NULL,"31","91.34","2831.54","spain"
"10106","8","0000-00-00","0000-00-00","0000-00-00","278","1401","S700_3167","Shipped",NULL,"44","76.00","3344.00","spain"
"10106","9","0000-00-00","0000-00-00","0000-00-00","278","1401","S700_2466","Shipped",NULL,"34","99.72","3390.48","spain"
"10106","10","0000-00-00","0000-00-00","0000-00-00","278","1401","S700_4002","Shipped",NULL,"48","70.33","3375.84","spain"
"10106","11","0000-00-00","0000-00-00","0000-00-00","278","1401","S24_3949","Shipped",NULL,"50","55.96","2798.00","spain"
"10106","12","0000-00-00","0000-00-00","0000-00-00","278","1401","S18_1662","Shipped",NULL,"36","134.04","4825.44","spain"
"10106","13","0000-00-00","0000-00-00","0000-00-00","278","1401","S24_2841","Shipped",NULL,"49","65.77","3222.73","spain"
"10106","14","0000-00-00","0000-00-00","0000-00-00","278","1401","S24_3420","Shipped",NULL,"31","55.89","1732.59","spain"
"10106","15","0000-00-00","0000-00-00","0000-00-00","278","1401","S72_1253","Shipped",NULL,"48","43.70","2097.60","spain"
"10106","16","0000-00-00","0000-00-00","0000-00-00","278","1401","S700_2047","Shipped",NULL,"30","85.09","2552.70","spain"
"10106","17","0000-00-00","0000-00-00","0000-00-00","278","1401","S18_3856","Shipped",NULL,"41","94.22","3863.02","spain"
"10106","18","0000-00-00","0000-00-00","0000-00-00","278","1401","S18_3029","Shipped",NULL,"41","80.86","3315.26","spain"
"10107","1","0000-00-00","0000-00-00","0000-00-00","131","1323","S12_2823","Shipped","Difficult to negotiate with customer. We need more marketing materials","21","122.00","2562.00","spain"
"10107","2","0000-00-00","0000-00-00","0000-00-00","131","1323","S10_1678","Shipped","Difficult to negotiate with customer. We need more marketing materials","30","81.35","2440.50","spain"
"10107","3","0000-00-00","0000-00-00","0000-00-00","131","1323","S24_1578","Shipped","Difficult to negotiate with customer. We need more marketing materials","25","96.92","2423.00","spain"
"10107","4","0000-00-00","0000-00-00","0000-00-00","131","1323","S10_4698","Shipped","Difficult to negotiate with customer. We need more marketing materials","27","172.36","4653.72","spain"
"10107","5","0000-00-00","0000-00-00","0000-00-00","131","1323","S10_2016","Shipped","Difficult to negotiate with customer. We need more marketing materials","39","105.86","4128.54","spain"
"10107","6","0000-00-00","0000-00-00","0000-00-00","131","1323","S18_2625","Shipped","Difficult to negotiate with customer. We need more marketing materials","29","52.70","1528.30","spain"
"10107","7","0000-00-00","0000-00-00","0000-00-00","131","1323","S24_2000","Shipped","Difficult to negotiate with customer. We need more marketing materials","38","73.12","2778.56","spain"
"10107","8","0000-00-00","0000-00-00","0000-00-00","131","1323","S32_1374","Shipped","Difficult to negotiate with customer. We need more marketing materials","20","88.90","1778.00","spain"
"10108","1","0000-00-00","0000-00-00","0000-00-00","385","0","S24_3856","Shipped",NULL,"40","132.00","5280.00","japan"
"10108","2","0000-00-00","0000-00-00","0000-00-00","385","0","S18_1889","Shipped",NULL,"38","67.76","2574.00","japan"
"10108","3","0000-00-00","0000-00-00","0000-00-00","385","0","S12_4675","Shipped",NULL,"36","107.10","3855.00","japan"
"10108","4","0000-00-00","0000-00-00","0000-00-00","385","0","S12_3380","Shipped",NULL,"45","96.30","4333.00","japan"
"10108","5","0000-00-00","0000-00-00","0000-00-00","385","0","S24_3371","Shipped",NULL,"30","60.01","1800.00","japan"
"10108","6","0000-00-00","0000-00-00","0000-00-00","385","0","S12_1099","Shipped",NULL,"33","165.38","5457.00","japan"
"10108","7","0000-00-00","0000-00-00","0000-00-00","385","0","S12_3990","Shipped",NULL,"39","75.81","2956.00","japan"
"10108","8","0000-00-00","0000-00-00","0000-00-00","385","0","S18_3482","Shipped",NULL,"29","132.29","3836.00","japan"
"10108","9","0000-00-00","0000-00-00","0000-00-00","385","0","S18_3278","Shipped",NULL,"26","73.17","1902.00","japan"
"10108","10","0000-00-00","0000-00-00","0000-00-00","385","0","S24_4620","Shipped",NULL,"31","67.10","2080.00","japan"
"10108","11","0000-00-00","0000-00-00","0000-00-00","385","0","S18_4721","Shipped",NULL,"44","139.87","6154.00","japan"
"10108","12","0000-00-00","0000-00-00","0000-00-00","385","0","S18_3782","Shipped",NULL,"43","52.84","2272.00","japan"
"10108","13","0000-00-00","0000-00-00","0000-00-00","385","0","S32_2206","Shipped",NULL,"27","36.21","977.00","japan"
"10108","14","0000-00-00","0000-00-00","0000-00-00","385","0","S50_4713","Shipped",NULL,"34","74.85","2544.00","japan"
"10108","15","0000-00-00","0000-00-00","0000-00-00","385","0","S24_2360","Shipped",NULL,"35","64.41","2254.00","japan"
"10108","16","0000-00-00","0000-00-00","0000-00-00","385","0","S32_4485","Shipped",NULL,"31","87.76","2720.00","japan"
"10109","1","0000-00-00","0000-00-00","0000-00-00","486","1323","S18_2870","Shipped","Customer requested that FedEx Ground is used for this shipping","26","126.72","3294.72","spain"
"10109","2","0000-00-00","0000-00-00","0000-00-00","486","1323","S18_3685","Shipped","Customer requested that FedEx Ground is used for this shipping","47","125.74","5909.78","spain"
"10109","3","0000-00-00","0000-00-00","0000-00-00","486","1323","S18_1984","Shipped","Customer requested that FedEx Ground is used for this shipping","38","137.98","5243.24","spain"
"10109","4","0000-00-00","0000-00-00","0000-00-00","486","1323","S18_1129","Shipped","Customer requested that FedEx Ground is used for this shipping","26","117.48","3054.48","spain"
"10109","5","0000-00-00","0000-00-00","0000-00-00","486","1323","S18_3232","Shipped","Customer requested that FedEx Ground is used for this shipping","46","160.87","7400.02","spain"
"10109","6","0000-00-00","0000-00-00","0000-00-00","486","1323","S24_2972","Shipped","Customer requested that FedEx Ground is used for this shipping","29","32.10","930.90","spain"
"10110","1","0000-00-00","0000-00-00","0000-00-00","187","1501","S18_2795","Shipped",NULL,"31","163.69","5074.39","spain"
"10110","2","0000-00-00","0000-00-00","0000-00-00","187","1501","S24_2022","Shipped",NULL,"39","40.77","1590.03","spain"
"10110","3","0000-00-00","0000-00-00","0000-00-00","187","1501","S24_1937","Shipped",NULL,"20","28.88","577.60","spain"
"10110","4","0000-00-00","0000-00-00","0000-00-00","187","1501","S18_2325","Shipped",NULL,"33","115.69","3817.77","spain"
"10110","5","0000-00-00","0000-00-00","0000-00-00","187","1501","S24_3969","Shipped",NULL,"48","35.29","1693.92","spain"
"10110","6","0000-00-00","0000-00-00","0000-00-00","187","1501","S18_2248","Shipped",NULL,"32","51.46","1646.72","spain"
"10110","7","0000-00-00","0000-00-00","0000-00-00","187","1501","S18_1749","Shipped",NULL,"42","153.00","6426.00","spain"
"10110","8","0000-00-00","0000-00-00","0000-00-00","187","1501","S18_4409","Shipped",NULL,"28","81.91","2293.48","spain"
"10110","9","0000-00-00","0000-00-00","0000-00-00","187","1501","S18_4933","Shipped",NULL,"42","62.00","2604.00","spain"
"10110","10","0000-00-00","0000-00-00","0000-00-00","187","1501","S24_2887","Shipped",NULL,"46","112.74","5186.04","spain"
"10110","11","0000-00-00","0000-00-00","0000-00-00","187","1501","S24_2766","Shipped",NULL,"43","82.69","3555.67","spain"
"10110","12","0000-00-00","0000-00-00","0000-00-00","187","1501","S24_3191","Shipped",NULL,"27","80.47","2172.69","spain"
"10110","13","0000-00-00","0000-00-00","0000-00-00","187","1501","S24_1046","Shipped",NULL,"36","72.02","2592.72","spain"
"10110","14","0000-00-00","0000-00-00","0000-00-00","187","1501","S24_3432","Shipped",NULL,"37","96.37","3565.69","spain"
"10110","15","0000-00-00","0000-00-00","0000-00-00","187","1501","S24_1628","Shipped",NULL,"29","43.27","1254.83","spain"
"10110","16","0000-00-00","0000-00-00","0000-00-00","187","1501","S18_1589","Shipped",NULL,"37","118.22","4374.14","spain"
"10111","1","0000-00-00","0000-00-00","0000-00-00","129","1165","S18_3136","Shipped",NULL,"43","94.25","4052.75","spain"
"10111","2","0000-00-00","0000-00-00","0000-00-00","129","1165","S18_2957","Shipped",NULL,"28","53.09","1486.52","spain"
"10111","3","0000-00-00","0000-00-00","0000-00-00","129","1165","S24_4258","Shipped",NULL,"26","85.70","2228.20","spain"
"10111","4","0000-00-00","0000-00-00","0000-00-00","129","1165","S18_3320","Shipped",NULL,"39","91.27","3559.53","spain"
"10111","5","0000-00-00","0000-00-00","0000-00-00","129","1165","S18_1367","Shipped",NULL,"48","48.52","2328.96","spain"
"10111","6","0000-00-00","0000-00-00","0000-00-00","129","1165","S18_1342","Shipped",NULL,"33","87.33","2881.89","spain"
"10112","1","0000-00-00","0000-00-00","0000-00-00","144","1504","S10_1949","Shipped","Customer requested that ad materials (such as posters, pamphlets) be included in the shippment","29","197.16","5717.64","spain"
"10112","2","0000-00-00","0000-00-00","0000-00-00","144","1504","S18_2949","Shipped","Customer requested that ad materials (such as posters, pamphlets) be included in the shippment","23","85.10","1957.30","spain"
"10113","1","0000-00-00","0000-00-00","0000-00-00","124","1165","S32_3522","Shipped",NULL,"23","58.82","1352.86","spain"
"10113","2","0000-00-00","0000-00-00","0000-00-00","124","1165","S12_1666","Shipped",NULL,"21","121.64","2554.44","spain"
"10113","3","0000-00-00","0000-00-00","0000-00-00","124","1165","S18_4668","Shipped",NULL,"50","43.27","2163.50","spain"
"10113","4","0000-00-00","0000-00-00","0000-00-00","124","1165","S18_1097","Shipped",NULL,"49","101.50","4973.50","spain"
"10114","1","0000-00-00","0000-00-00","0000-00-00","172","1337","S24_2840","Shipped",NULL,"24","28.64","687.36","spain"
"10114","2","0000-00-00","0000-00-00","0000-00-00","172","1337","S32_2509","Shipped",NULL,"28","43.83","1227.24","spain"
"10114","3","0000-00-00","0000-00-00","0000-00-00","172","1337","S18_2319","Shipped",NULL,"39","106.78","4164.42","spain"
"10114","4","0000-00-00","0000-00-00","0000-00-00","172","1337","S18_3232","Shipped",NULL,"48","169.34","8128.32","spain"
"10114","5","0000-00-00","0000-00-00","0000-00-00","172","1337","S24_2300","Shipped",NULL,"21","102.23","2146.83","spain"
"10114","6","0000-00-00","0000-00-00","0000-00-00","172","1337","S18_2432","Shipped",NULL,"45","53.48","2406.60","spain"
"10114","7","0000-00-00","0000-00-00","0000-00-00","172","1337","S32_1268","Shipped",NULL,"32","88.61","2835.52","spain"
"10114","8","0000-00-00","0000-00-00","0000-00-00","172","1337","S10_4962","Shipped",NULL,"31","128.53","3984.43","spain"
"10114","9","0000-00-00","0000-00-00","0000-00-00","172","1337","S18_4600","Shipped",NULL,"41","105.34","4318.94","spain"
"10114","10","0000-00-00","0000-00-00","0000-00-00","172","1337","S700_2824","Shipped",NULL,"42","82.94","3483.48","spain"
"10115","1","0000-00-00","0000-00-00","0000-00-00","424","1286","S24_4048","Shipped",NULL,"44","106.45","4683.80","spain"
"10115","2","0000-00-00","0000-00-00","0000-00-00","424","1286","S24_1444","Shipped",NULL,"47","56.64","2662.08","spain"
"10115","3","0000-00-00","0000-00-00","0000-00-00","424","1286","S50_1392","Shipped",NULL,"27","100.70","2718.90","spain"
"10115","4","0000-00-00","0000-00-00","0000-00-00","424","1286","S18_2238","Shipped",NULL,"46","140.81","6477.26","spain"
"10115","5","0000-00-00","0000-00-00","0000-00-00","424","1286","S12_4473","Shipped",NULL,"46","111.39","5123.94","spain"
"10116","1","0000-00-00","0000-00-00","0000-00-00","381","1401","S32_3207","Shipped",NULL,"27","60.28","1627.56","spain"
"10117","1","0000-00-00","0000-00-00","0000-00-00","148","0","S700_3962","Shipped",NULL,"45","89.38","4022.00","japan"
"10117","2","0000-00-00","0000-00-00","0000-00-00","148","0","S72_3212","Shipped",NULL,"50","52.42","2621.00","japan"
"10117","3","0000-00-00","0000-00-00","0000-00-00","148","0","S24_2011","Shipped",NULL,"41","119.20","4887.00","japan"
"10117","4","0000-00-00","0000-00-00","0000-00-00","148","0","S18_4522","Shipped",NULL,"23","73.73","1695.00","japan"
"10117","5","0000-00-00","0000-00-00","0000-00-00","148","0","S18_3140","Shipped",NULL,"26","121.57","3160.00","japan"
"10117","6","0000-00-00","0000-00-00","0000-00-00","148","0","S700_1938","Shipped",NULL,"38","75.35","2863.00","japan"
"10117","7","0000-00-00","0000-00-00","0000-00-00","148","0","S18_3259","Shipped",NULL,"21","81.68","1715.00","japan"
"10117","8","0000-00-00","0000-00-00","0000-00-00","148","0","S12_3891","Shipped",NULL,"39","173.02","6747.00","japan"
"10117","9","0000-00-00","0000-00-00","0000-00-00","148","0","S12_1108","Shipped",NULL,"33","195.33","6445.00","japan"
"10117","10","0000-00-00","0000-00-00","0000-00-00","148","0","S12_3148","Shipped",NULL,"43","148.06","6366.00","japan"
"10117","11","0000-00-00","0000-00-00","0000-00-00","148","0","S50_1514","Shipped",NULL,"21","55.65","1168.00","japan"
"10117","12","0000-00-00","0000-00-00","0000-00-00","148","0","S18_4027","Shipped",NULL,"22","122.08","2685.00","japan"
"10118","1","0000-00-00","0000-00-00","0000-00-00","216","1702","S700_3505","Shipped","Customer has worked with some of our vendors in the past and is aware of their MSRP","36","86.15","3101.40","spain"
"10119","1","0000-00-00","0000-00-00","0000-00-00","382","1401","S700_4002","Shipped",NULL,"26","63.67","1655.42","spain"
"10119","2","0000-00-00","0000-00-00","0000-00-00","382","1401","S24_3949","Shipped",NULL,"28","62.10","1738.80","spain"
"10119","3","0000-00-00","0000-00-00","0000-00-00","382","1401","S18_1662","Shipped",NULL,"43","151.38","6509.34","spain"
"10119","4","0000-00-00","0000-00-00","0000-00-00","382","1401","S24_2841","Shipped",NULL,"41","64.40","2640.40","spain"
"10119","5","0000-00-00","0000-00-00","0000-00-00","382","1401","S24_3420","Shipped",NULL,"20","63.12","1262.40","spain"
"10119","6","0000-00-00","0000-00-00","0000-00-00","382","1401","S72_1253","Shipped",NULL,"28","40.22","1126.16","spain"
"10119","7","0000-00-00","0000-00-00","0000-00-00","382","1401","S700_2047","Shipped",NULL,"29","74.23","2152.67","spain"
"10119","8","0000-00-00","0000-00-00","0000-00-00","382","1401","S18_3856","Shipped",NULL,"27","95.28","2572.56","spain"
"10119","9","0000-00-00","0000-00-00","0000-00-00","382","1401","S18_3029","Shipped",NULL,"21","74.84","1571.64","spain"
"10119","10","0000-00-00","0000-00-00","0000-00-00","382","1401","S24_3816","Shipped",NULL,"35","82.18","2876.30","spain"
"10119","11","0000-00-00","0000-00-00","0000-00-00","382","1401","S10_4757","Shipped",NULL,"46","112.88","5192.48","spain"
"10119","12","0000-00-00","0000-00-00","0000-00-00","382","1401","S700_2610","Shipped",NULL,"38","67.22","2554.36","spain"
"10119","13","0000-00-00","0000-00-00","0000-00-00","382","1401","S24_3151","Shipped",NULL,"35","72.58","2540.30","spain"
"10119","14","0000-00-00","0000-00-00","0000-00-00","382","1401","S700_1138","Shipped",NULL,"25","57.34","1433.50","spain"
"10120","1","0000-00-00","0000-00-00","0000-00-00","114","1611","S24_1578","Shipped",NULL,"35","110.45","3865.75","spain"
"10120","2","0000-00-00","0000-00-00","0000-00-00","114","1611","S10_4698","Shipped",NULL,"46","158.80","7304.80","spain"
"10120","3","0000-00-00","0000-00-00","0000-00-00","114","1611","S10_2016","Shipped",NULL,"29","118.94","3449.26","spain"
"10120","4","0000-00-00","0000-00-00","0000-00-00","114","1611","S18_2625","Shipped",NULL,"46","57.54","2646.84","spain"
"10120","5","0000-00-00","0000-00-00","0000-00-00","114","1611","S24_2000","Shipped",NULL,"34","72.36","2460.24","spain"
"10120","6","0000-00-00","0000-00-00","0000-00-00","114","1611","S32_1374","Shipped",NULL,"22","94.90","2087.80","spain"
"10120","7","0000-00-00","0000-00-00","0000-00-00","114","1611","S700_2834","Shipped",NULL,"24","106.79","2562.96","spain"
"10120","8","0000-00-00","0000-00-00","0000-00-00","114","1611","S18_2581","Shipped",NULL,"29","82.79","2400.91","spain"
"10120","9","0000-00-00","0000-00-00","0000-00-00","114","1611","S24_4278","Shipped",NULL,"29","71.73","2080.17","spain"
"10120","10","0000-00-00","0000-00-00","0000-00-00","114","1611","S24_1785","Shipped",NULL,"39","93.01","3627.39","spain"
"10120","11","0000-00-00","0000-00-00","0000-00-00","114","1611","S32_4289","Shipped",NULL,"29","68.79","1994.91","spain"
"10120","12","0000-00-00","0000-00-00","0000-00-00","114","1611","S50_1341","Shipped",NULL,"49","41.46","2031.54","spain"
"10120","13","0000-00-00","0000-00-00","0000-00-00","114","1611","S700_1691","Shipped",NULL,"47","91.34","4292.98","spain"
"10120","14","0000-00-00","0000-00-00","0000-00-00","114","1611","S700_3167","Shipped",NULL,"43","72.00","3096.00","spain"
"10120","15","0000-00-00","0000-00-00","0000-00-00","114","1611","S700_2466","Shipped",NULL,"24","81.77","1962.48","spain"
"10121","1","0000-00-00","0000-00-00","0000-00-00","353","1337","S50_4713","Shipped",NULL,"44","72.41","3186.04","spain"
"10121","2","0000-00-00","0000-00-00","0000-00-00","353","1337","S24_2360","Shipped",NULL,"32","58.18","1861.76","spain"
"10121","3","0000-00-00","0000-00-00","0000-00-00","353","1337","S32_4485","Shipped",NULL,"25","95.93","2398.25","spain"
"10121","4","0000-00-00","0000-00-00","0000-00-00","353","1337","S12_2823","Shipped",NULL,"50","126.52","6326.00","spain"
"10121","5","0000-00-00","0000-00-00","0000-00-00","353","1337","S10_1678","Shipped",NULL,"34","86.13","2928.42","spain"
"10122","1","0000-00-00","0000-00-00","0000-00-00","350","1337","S18_1984","Shipped",NULL,"31","113.80","3527.80","spain"
"10122","2","0000-00-00","0000-00-00","0000-00-00","350","1337","S18_1129","Shipped",NULL,"34","114.65","3898.10","spain"
"10122","3","0000-00-00","0000-00-00","0000-00-00","350","1337","S18_3232","Shipped",NULL,"25","137.17","3429.25","spain"
"10122","4","0000-00-00","0000-00-00","0000-00-00","350","1337","S24_2972","Shipped",NULL,"39","34.74","1354.86","spain"
"10122","5","0000-00-00","0000-00-00","0000-00-00","350","1337","S24_3856","Shipped",NULL,"43","136.22","5857.46","spain"
"10122","6","0000-00-00","0000-00-00","0000-00-00","350","1337","S18_1889","Shipped",NULL,"43","62.37","2681.91","spain"
"10122","7","0000-00-00","0000-00-00","0000-00-00","350","1337","S12_4675","Shipped",NULL,"20","104.80","2096.00","spain"
"10122","8","0000-00-00","0000-00-00","0000-00-00","350","1337","S12_3380","Shipped",NULL,"37","113.92","4215.04","spain"
"10122","9","0000-00-00","0000-00-00","0000-00-00","350","1337","S24_3371","Shipped",NULL,"34","50.82","1727.88","spain"
"10122","10","0000-00-00","0000-00-00","0000-00-00","350","1337","S12_1099","Shipped",NULL,"42","155.66","6537.72","spain"
"10122","11","0000-00-00","0000-00-00","0000-00-00","350","1337","S12_3990","Shipped",NULL,"32","65.44","2094.08","spain"
"10122","12","0000-00-00","0000-00-00","0000-00-00","350","1337","S18_3482","Shipped",NULL,"21","133.76","2808.96","spain"
"10122","13","0000-00-00","0000-00-00","0000-00-00","350","1337","S18_3278","Shipped",NULL,"21","69.15","1452.15","spain"
"10122","14","0000-00-00","0000-00-00","0000-00-00","350","1337","S24_4620","Shipped",NULL,"29","67.10","1945.90","spain"
"10122","15","0000-00-00","0000-00-00","0000-00-00","350","1337","S18_4721","Shipped",NULL,"28","145.82","4082.96","spain"
"10122","16","0000-00-00","0000-00-00","0000-00-00","350","1337","S18_3782","Shipped",NULL,"35","59.06","2067.10","spain"
"10122","17","0000-00-00","0000-00-00","0000-00-00","350","1337","S32_2206","Shipped",NULL,"31","33.79","1047.49","spain"
"10123","1","0000-00-00","0000-00-00","0000-00-00","103","1370","S24_1628","Shipped",NULL,"50","43.27","2163.50","spain"
"10123","2","0000-00-00","0000-00-00","0000-00-00","103","1370","S18_1589","Shipped",NULL,"26","120.71","3138.46","spain"
"10123","3","0000-00-00","0000-00-00","0000-00-00","103","1370","S18_2870","Shipped",NULL,"46","114.84","5282.64","spain"
"10123","4","0000-00-00","0000-00-00","0000-00-00","103","1370","S18_3685","Shipped",NULL,"34","117.26","3986.84","spain"
